State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Uttar Pradesh,Sultanpur,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Uttar Pradesh,Sultanpur,Onion Small,Kg / Pcs, 126, 145 , 160,151 , 208
Uttar Pradesh,Sultanpur,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Uttar Pradesh,Sultanpur,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Sultanpur,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Sultanpur,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Sultanpur,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sultanpur,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Sultanpur,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Sultanpur,Sorrel leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Uttar Pradesh,Sultanpur,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Sultanpur,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Sultanpur,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Unnao,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Unnao,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Uttar Pradesh,Unnao,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Unnao,Baby corn,Kg / Pcs, 59, 68 , 75,71 , 97
Uttar Pradesh,Unnao,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Uttar Pradesh,Unnao,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Unnao,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Uttar Pradesh,Unnao,Bitter gourd,Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Unnao,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Unnao,Butter beans,Kg / Pcs, 44, 51 , 56,53 , 73
Uttar Pradesh,Unnao,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Uttar Pradesh,Unnao,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Unnao,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Unnao,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Unnao,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Uttar Pradesh,Unnao,Coconut (fresh),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Unnao,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Uttar Pradesh,Unnao,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Unnao,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Uttar Pradesh,Unnao,Corn,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Unnao,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Unnao,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Unnao,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Unnao,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Uttar Pradesh,Unnao,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Unnao,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Unnao,Elephant Yam,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Unnao,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Unnao,French Beans (Green beans),Kg / Pcs, 52, 60 , 66,62 , 86
Uttar Pradesh,Unnao,Garlic,Kg / Pcs, 138, 159 , 175,166 , 228
Uttar Pradesh,Unnao,Ginger,Kg / Pcs, 92, 106 , 117,110 , 152
Uttar Pradesh,Unnao,Green chili,Kg / Pcs, 45, 52 , 57,54 , 74
Uttar Pradesh,Unnao,Green onion (Scallian or Spring onion),Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Unnao,Green peas,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Unnao,Ivy gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Unnao,Lemon (Lime),Kg / Pcs, 60, 69 , 76,72 , 99
Uttar Pradesh,Unnao,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Uttar Pradesh,Unnao,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Uttar Pradesh,Unnao,Mushroom,Kg / Pcs, 94, 108 , 119,113 , 155
Uttar Pradesh,Unnao,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Uttar Pradesh,Unnao,Okra (Ladies finger),Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Unnao,Onion Big,Kg / Pcs, 62, 71 , 79,74 , 102
Uttar Pradesh,Unnao,Onion Small,Kg / Pcs, 140, 161 , 178,168 , 231
Uttar Pradesh,Unnao,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Unnao,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Unnao,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Uttar Pradesh,Unnao,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Unnao,Ridge gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Unnao,Shallot (pearl onion),Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Unnao,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Unnao,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Unnao,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Unnao,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Unnao,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Varanasi,Amaranth leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Varanasi,Amla,Kg / Pcs, 95, 109 , 121,114 , 157
Uttar Pradesh,Varanasi,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Varanasi,Baby corn,Kg / Pcs, 68, 78 , 86,82 , 112
Uttar Pradesh,Varanasi,Banana flower,Kg / Pcs, 19, 22 , 24,23 , 31
Uttar Pradesh,Varanasi,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Varanasi,Bell Pepper (Capsicum),Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Varanasi,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Varanasi,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Varanasi,Butter beans,Kg / Pcs, 45, 52 , 57,54 , 74
Uttar Pradesh,Varanasi,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 50, 58 , 64,60 , 83
Uttar Pradesh,Varanasi,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Uttar Pradesh,Varanasi,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Varanasi,Cauliflower,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Varanasi,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Varanasi,Coconut (fresh),Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Varanasi,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Varanasi,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Varanasi,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Varanasi,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Varanasi,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Varanasi,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Varanasi,Dill leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Varanasi,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Varanasi,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Varanasi,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Varanasi,Elephant Yam,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Varanasi,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Varanasi,French Beans (Green beans),Kg / Pcs, 59, 68 , 75,71 , 97
Uttar Pradesh,Varanasi,Garlic,Kg / Pcs, 152, 175 , 193,182 , 251
Uttar Pradesh,Varanasi,Ginger,Kg / Pcs, 98, 113 , 124,118 , 162
Uttar Pradesh,Varanasi,Green chili,Kg / Pcs, 49, 56 , 62,59 , 81
Uttar Pradesh,Varanasi,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Varanasi,Green peas,Kg / Pcs, 78, 90 , 99,94 , 129
Uttar Pradesh,Varanasi,Ivy gourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Varanasi,Lemon (Lime),Kg / Pcs, 69, 79 , 88,83 , 114
Uttar Pradesh,Varanasi,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
Uttar Pradesh,Varanasi,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Uttar Pradesh,Varanasi,Mushroom,Kg / Pcs, 87, 100 , 110,104 , 144
Uttar Pradesh,Varanasi,Mustard leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Varanasi,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Varanasi,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Uttar Pradesh,Varanasi,Onion Small,Kg / Pcs, 125, 144 , 159,150 , 206
Uttar Pradesh,Varanasi,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Uttar Pradesh,Varanasi,Potato,Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Varanasi,Pumpkin,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Varanasi,Radish (Daikon),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Varanasi,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Varanasi,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Varanasi,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Varanasi,Sorrel leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Varanasi,Spinach,Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Varanasi,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Uttar Pradesh,Varanasi,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Almora,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttarakhand,Almora,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Uttarakhand,Almora,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Uttarakhand,Almora,Baby corn,Kg / Pcs, 67, 77 , 85,80 , 111
Uttarakhand,Almora,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Uttarakhand,Almora,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Uttarakhand,Almora,Bell Pepper (Capsicum),Kg / Pcs, 46, 53 , 58,55 , 76
Uttarakhand,Almora,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Almora,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttarakhand,Almora,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Uttarakhand,Almora,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Uttarakhand,Almora,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Uttarakhand,Almora,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Uttarakhand,Almora,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Almora,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Uttarakhand,Almora,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Almora,Colocasia leaves (Taro leaves),Kg / Pcs, 15, 17 , 19,18 , 25
Uttarakhand,Almora,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Uttarakhand,Almora,Coriander leaves (Cilantro),Kg / Pcs, 8, 9 , 10,10 , 13
Uttarakhand,Almora,Corn,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Almora,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Uttarakhand,Almora,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Almora,Dill leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttarakhand,Almora,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Uttarakhand,Almora,Eggplant (Brinjal or Aubergine),Kg / Pcs, 22, 25 , 28,26 , 36
Uttarakhand,Almora,Brinjal ( Big ),Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Almora,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Almora,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Almora,French Beans (Green beans),Kg / Pcs, 57, 66 , 72,68 , 94
Uttarakhand,Almora,Garlic,Kg / Pcs, 142, 163 , 180,170 , 234
Uttarakhand,Almora,Ginger,Kg / Pcs, 102, 117 , 130,122 , 168
Uttarakhand,Almora,Green chili,Kg / Pcs, 41, 47 , 52,49 , 68
Uttarakhand,Almora,Green onion (Scallian or Spring onion),Kg / Pcs, 45, 52 , 57,54 , 74
Uttarakhand,Almora,Green peas,Kg / Pcs, 79, 91 , 100,95 , 130
Uttarakhand,Almora,Ivy gourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttarakhand,Almora,Lemon (Lime),Kg / Pcs, 64, 74 , 81,77 , 106
Uttarakhand,Almora,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
Uttarakhand,Almora,Mint leaves,Kg / Pcs, 6, 7 , 8,7 , 10
Uttarakhand,Almora,Mushroom,Kg / Pcs, 91, 105 , 116,109 , 150
Uttarakhand,Almora,Mustard leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Uttarakhand,Almora,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Uttarakhand,Almora,Onion Big,Kg / Pcs, 63, 72 , 80,76 , 104
Uttarakhand,Almora,Onion Small,Kg / Pcs, 129, 148 , 164,155 , 213
Uttarakhand,Almora,Plantain (raw banana),Kg / Pcs, 9, 10 , 11,11 , 15
Uttarakhand,Almora,Potato,Kg / Pcs, 28, 32 , 36,34 , 46
Uttarakhand,Almora,Pumpkin,Kg / Pcs, 21, 24 , 27,25 , 35
Uttarakhand,Almora,Radish (Daikon),Kg / Pcs, 33, 38 , 42,40 , 54
Uttarakhand,Almora,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Uttarakhand,Almora,Shallot (pearl onion),Kg / Pcs, 37, 43 , 47,44 , 61
Uttarakhand,Almora,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Uttarakhand,Almora,Sorrel leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Uttarakhand,Almora,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Uttarakhand,Almora,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Uttarakhand,Almora,Tomato,Kg / Pcs, 27, 31 , 34,32 , 45
Uttarakhand,Bageshwar,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttarakhand,Bageshwar,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Uttarakhand,Bageshwar,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Uttarakhand,Bageshwar,Baby corn,Kg / Pcs, 59, 68 , 75,71 , 97
Uttarakhand,Bageshwar,Banana flower,Kg / Pcs, 19, 22 , 24,23 , 31
Uttarakhand,Bageshwar,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Bageshwar,Bell Pepper (Capsicum),Kg / Pcs, 43, 49 , 55,52 , 71
Uttarakhand,Bageshwar,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Uttarakhand,Bageshwar,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Uttarakhand,Bageshwar,Butter beans,Kg / Pcs, 44, 51 , 56,53 , 73
Uttarakhand,Bageshwar,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 46, 53 , 58,55 , 76
Uttarakhand,Bageshwar,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Uttarakhand,Bageshwar,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Uttarakhand,Bageshwar,Cauliflower,Kg / Pcs, 26, 30 , 33,31 , 43
Uttarakhand,Bageshwar,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Uttarakhand,Bageshwar,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Bageshwar,Colocasia leaves (Taro leaves),Kg / Pcs, 17, 20 , 22,20 , 28
Uttarakhand,Bageshwar,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Uttarakhand,Bageshwar,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Uttarakhand,Bageshwar,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Uttarakhand,Bageshwar,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Uttarakhand,Bageshwar,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Uttarakhand,Bageshwar,Dill leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttarakhand,Bageshwar,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Uttarakhand,Bageshwar,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Uttarakhand,Bageshwar,Brinjal ( Big ),Kg / Pcs, 22, 25 , 28,26 , 36
Uttarakhand,Bageshwar,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Bageshwar,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Bageshwar,French Beans (Green beans),Kg / Pcs, 56, 64 , 71,67 , 92
Uttarakhand,Bageshwar,Garlic,Kg / Pcs, 133, 153 , 169,160 , 219
Uttarakhand,Bageshwar,Ginger,Kg / Pcs, 95, 109 , 121,114 , 157
Uttarakhand,Bageshwar,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Uttarakhand,Bageshwar,Green onion (Scallian or Spring onion),Kg / Pcs, 45, 52 , 57,54 , 74
Uttarakhand,Bageshwar,Green peas,Kg / Pcs, 84, 97 , 107,101 , 139
Uttarakhand,Bageshwar,Ivy gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Bageshwar,Lemon (Lime),Kg / Pcs, 62, 71 , 79,74 , 102
Uttarakhand,Bageshwar,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Uttarakhand,Bageshwar,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Uttarakhand,Bageshwar,Mushroom,Kg / Pcs, 88, 101 , 112,106 , 145
Uttarakhand,Bageshwar,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttarakhand,Bageshwar,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Bageshwar,Onion Big,Kg / Pcs, 65, 75 , 83,78 , 107
Uttarakhand,Bageshwar,Onion Small,Kg / Pcs, 134, 154 , 170,161 , 221
Uttarakhand,Bageshwar,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Uttarakhand,Bageshwar,Potato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Bageshwar,Pumpkin,Kg / Pcs, 20, 23 , 25,24 , 33
Uttarakhand,Bageshwar,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Uttarakhand,Bageshwar,Ridge gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Uttarakhand,Bageshwar,Shallot (pearl onion),Kg / Pcs, 37, 43 , 47,44 , 61
Uttarakhand,Bageshwar,Snake gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Uttarakhand,Bageshwar,Sorrel leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Uttarakhand,Bageshwar,Spinach,Kg / Pcs, 16, 18 , 20,19 , 26
Uttarakhand,Bageshwar,Sweet potato,Kg / Pcs, 38, 44 , 48,46 , 63
Uttarakhand,Bageshwar,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Amaranth leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Champawat,Amla,Kg / Pcs, 80, 92 , 102,96 , 132
Uttarakhand,Champawat,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Uttarakhand,Champawat,Baby corn,Kg / Pcs, 60, 69 , 76,72 , 99
Uttarakhand,Champawat,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Uttarakhand,Champawat,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Bell Pepper (Capsicum),Kg / Pcs, 45, 52 , 57,54 , 74
Uttarakhand,Champawat,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Champawat,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttarakhand,Champawat,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Uttarakhand,Champawat,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 50, 58 , 64,60 , 83
Uttarakhand,Champawat,Cabbage,Kg / Pcs, 17, 20 , 22,20 , 28
Uttarakhand,Champawat,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Uttarakhand,Champawat,Cauliflower,Kg / Pcs, 26, 30 , 33,31 , 43
Uttarakhand,Champawat,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Uttarakhand,Champawat,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Uttarakhand,Champawat,Colocasia leaves (Taro leaves),Kg / Pcs, 18, 21 , 23,22 , 30
Uttarakhand,Champawat,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Uttarakhand,Champawat,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Uttarakhand,Champawat,Corn,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Dill leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Champawat,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Uttarakhand,Champawat,Eggplant (Brinjal or Aubergine),Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Champawat,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Uttarakhand,Champawat,Elephant Yam,Kg / Pcs, 25, 29 , 32,30 , 41
Uttarakhand,Champawat,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Champawat,French Beans (Green beans),Kg / Pcs, 56, 64 , 71,67 , 92
Uttarakhand,Champawat,Garlic,Kg / Pcs, 140, 161 , 178,168 , 231
Uttarakhand,Champawat,Ginger,Kg / Pcs, 108, 124 , 137,130 , 178
Uttarakhand,Champawat,Green chili,Kg / Pcs, 40, 46 , 51,48 , 66
Uttarakhand,Champawat,Green onion (Scallian or Spring onion),Kg / Pcs, 39, 45 , 50,47 , 64
Uttarakhand,Champawat,Green peas,Kg / Pcs, 85, 98 , 108,102 , 140
Uttarakhand,Champawat,Ivy gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttarakhand,Champawat,Lemon (Lime),Kg / Pcs, 64, 74 , 81,77 , 106
Uttarakhand,Champawat,Mango,Kg / Pcs, 78, 90 , 99,94 , 129
Uttarakhand,Champawat,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Uttarakhand,Champawat,Mushroom,Kg / Pcs, 95, 109 , 121,114 , 157
Uttarakhand,Champawat,Mustard leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Uttarakhand,Champawat,Okra (Ladies finger),Kg / Pcs, 38, 44 , 48,46 , 63
Uttarakhand,Champawat,Onion Big,Kg / Pcs, 60, 69 , 76,72 , 99
Uttarakhand,Champawat,Onion Small,Kg / Pcs, 138, 159 , 175,166 , 228
Uttarakhand,Champawat,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Uttarakhand,Champawat,Potato,Kg / Pcs, 35, 40 , 44,42 , 58
Uttarakhand,Champawat,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Uttarakhand,Champawat,Radish (Daikon),Kg / Pcs, 32, 37 , 41,38 , 53
Uttarakhand,Champawat,Ridge gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttarakhand,Champawat,Shallot (pearl onion),Kg / Pcs, 30, 35 , 38,36 , 50
Uttarakhand,Champawat,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttarakhand,Champawat,Sorrel leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Uttarakhand,Champawat,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Uttarakhand,Champawat,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Uttarakhand,Champawat,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Uttarakhand,Dehradun,Amaranth leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttarakhand,Dehradun,Amla,Kg / Pcs, 95, 109 , 121,114 , 157
Uttarakhand,Dehradun,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Uttarakhand,Dehradun,Baby corn,Kg / Pcs, 63, 72 , 80,76 , 104
Uttarakhand,Dehradun,Banana flower,Kg / Pcs, 16, 18 , 20,19 , 26
Uttarakhand,Dehradun,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Uttarakhand,Dehradun,Bell Pepper (Capsicum),Kg / Pcs, 40, 46 , 51,48 , 66
Uttarakhand,Dehradun,Bitter gourd,Kg / Pcs, 34, 39 , 43,41 , 56
Uttarakhand,Dehradun,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttarakhand,Dehradun,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
