State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Uttar Pradesh,Sambhal,Green chili,Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Sambhal,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Uttar Pradesh,Sambhal,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Uttar Pradesh,Sambhal,Ivy gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sambhal,Lemon (Lime),Kg / Pcs, 63, 72 , 80,76 , 104
Uttar Pradesh,Sambhal,Mango,Kg / Pcs, 78, 90 , 99,94 , 129
Uttar Pradesh,Sambhal,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Uttar Pradesh,Sambhal,Mushroom,Kg / Pcs, 73, 84 , 93,88 , 120
Uttar Pradesh,Sambhal,Mustard leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Sambhal,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Sambhal,Onion Big,Kg / Pcs, 62, 71 , 79,74 , 102
Uttar Pradesh,Sambhal,Onion Small,Kg / Pcs, 128, 147 , 163,154 , 211
Uttar Pradesh,Sambhal,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Uttar Pradesh,Sambhal,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Sambhal,Pumpkin,Kg / Pcs, 19, 22 , 24,23 , 31
Uttar Pradesh,Sambhal,Radish (Daikon),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Sambhal,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Sambhal,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Sambhal,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sambhal,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Sambhal,Spinach,Kg / Pcs, 15, 17 , 19,18 , 25
Uttar Pradesh,Sambhal,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Uttar Pradesh,Sambhal,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shahjahanpur,Amaranth leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Shahjahanpur,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Uttar Pradesh,Shahjahanpur,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Shahjahanpur,Baby corn,Kg / Pcs, 56, 64 , 71,67 , 92
Uttar Pradesh,Shahjahanpur,Banana flower,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Shahjahanpur,Beetroot,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shahjahanpur,Bell Pepper (Capsicum),Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Shahjahanpur,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Shahjahanpur,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Shahjahanpur,Butter beans,Kg / Pcs, 44, 51 , 56,53 , 73
Uttar Pradesh,Shahjahanpur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Uttar Pradesh,Shahjahanpur,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shahjahanpur,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Uttar Pradesh,Shahjahanpur,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shahjahanpur,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Shahjahanpur,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Shahjahanpur,Colocasia leaves (Taro leaves),Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Shahjahanpur,Colocasia roots (Taro roots),Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shahjahanpur,Coriander leaves (Cilantro),Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Shahjahanpur,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shahjahanpur,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shahjahanpur,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Shahjahanpur,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Shahjahanpur,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Shahjahanpur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Shahjahanpur,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shahjahanpur,Elephant Yam,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shahjahanpur,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Shahjahanpur,French Beans (Green beans),Kg / Pcs, 60, 69 , 76,72 , 99
Uttar Pradesh,Shahjahanpur,Garlic,Kg / Pcs, 141, 162 , 179,169 , 233
Uttar Pradesh,Shahjahanpur,Ginger,Kg / Pcs, 106, 122 , 135,127 , 175
Uttar Pradesh,Shahjahanpur,Green chili,Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Shahjahanpur,Green onion (Scallian or Spring onion),Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Shahjahanpur,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Uttar Pradesh,Shahjahanpur,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shahjahanpur,Lemon (Lime),Kg / Pcs, 67, 77 , 85,80 , 111
Uttar Pradesh,Shahjahanpur,Mango,Kg / Pcs, 78, 90 , 99,94 , 129
Uttar Pradesh,Shahjahanpur,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Uttar Pradesh,Shahjahanpur,Mushroom,Kg / Pcs, 89, 102 , 113,107 , 147
Uttar Pradesh,Shahjahanpur,Mustard leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Shahjahanpur,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Shahjahanpur,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Uttar Pradesh,Shahjahanpur,Onion Small,Kg / Pcs, 122, 140 , 155,146 , 201
Uttar Pradesh,Shahjahanpur,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Uttar Pradesh,Shahjahanpur,Potato,Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Shahjahanpur,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shahjahanpur,Radish (Daikon),Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Shahjahanpur,Ridge gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shahjahanpur,Shallot (pearl onion),Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shahjahanpur,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shahjahanpur,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Uttar Pradesh,Shahjahanpur,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Shahjahanpur,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Uttar Pradesh,Shahjahanpur,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Shamli,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Shamli,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Uttar Pradesh,Shamli,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shamli,Baby corn,Kg / Pcs, 63, 72 , 80,76 , 104
Uttar Pradesh,Shamli,Banana flower,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shamli,Beetroot,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shamli,Bell Pepper (Capsicum),Kg / Pcs, 49, 56 , 62,59 , 81
Uttar Pradesh,Shamli,Bitter gourd,Kg / Pcs, 36, 41 , 46,43 , 59
Uttar Pradesh,Shamli,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Shamli,Butter beans,Kg / Pcs, 49, 56 , 62,59 , 81
Uttar Pradesh,Shamli,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Uttar Pradesh,Shamli,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shamli,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shamli,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shamli,Cluster beans,Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Shamli,Coconut (fresh),Kg / Pcs, 34, 39 , 43,41 , 56
Uttar Pradesh,Shamli,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Uttar Pradesh,Shamli,Colocasia roots (Taro roots),Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shamli,Coriander leaves (Cilantro),Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Shamli,Corn,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shamli,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shamli,Curry leaves,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shamli,Dill leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Shamli,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Uttar Pradesh,Shamli,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shamli,Brinjal ( Big ),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Shamli,Elephant Yam,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Shamli,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Shamli,French Beans (Green beans),Kg / Pcs, 60, 69 , 76,72 , 99
Uttar Pradesh,Shamli,Garlic,Kg / Pcs, 152, 175 , 193,182 , 251
Uttar Pradesh,Shamli,Ginger,Kg / Pcs, 92, 106 , 117,110 , 152
Uttar Pradesh,Shamli,Green chili,Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Shamli,Green onion (Scallian or Spring onion),Kg / Pcs, 39, 45 , 50,47 , 64
Uttar Pradesh,Shamli,Green peas,Kg / Pcs, 76, 87 , 97,91 , 125
Uttar Pradesh,Shamli,Ivy gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shamli,Lemon (Lime),Kg / Pcs, 61, 70 , 77,73 , 101
Uttar Pradesh,Shamli,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Uttar Pradesh,Shamli,Mint leaves,Kg / Pcs, 6, 7 , 8,7 , 10
Uttar Pradesh,Shamli,Mushroom,Kg / Pcs, 85, 98 , 108,102 , 140
Uttar Pradesh,Shamli,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Uttar Pradesh,Shamli,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Shamli,Onion Big,Kg / Pcs, 62, 71 , 79,74 , 102
Uttar Pradesh,Shamli,Onion Small,Kg / Pcs, 136, 156 , 173,163 , 224
Uttar Pradesh,Shamli,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Shamli,Potato,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shamli,Pumpkin,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Shamli,Radish (Daikon),Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Shamli,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Uttar Pradesh,Shamli,Shallot (pearl onion),Kg / Pcs, 36, 41 , 46,43 , 59
Uttar Pradesh,Shamli,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shamli,Sorrel leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Uttar Pradesh,Shamli,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Shamli,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Uttar Pradesh,Shamli,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Shravasti,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Shravasti,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Uttar Pradesh,Shravasti,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Uttar Pradesh,Shravasti,Baby corn,Kg / Pcs, 66, 76 , 84,79 , 109
Uttar Pradesh,Shravasti,Banana flower,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Shravasti,Beetroot,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shravasti,Bell Pepper (Capsicum),Kg / Pcs, 43, 49 , 55,52 , 71
Uttar Pradesh,Shravasti,Bitter gourd,Kg / Pcs, 36, 41 , 46,43 , 59
Uttar Pradesh,Shravasti,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Shravasti,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Shravasti,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Shravasti,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Shravasti,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shravasti,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shravasti,Cluster beans,Kg / Pcs, 43, 49 , 55,52 , 71
Uttar Pradesh,Shravasti,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Shravasti,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Shravasti,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shravasti,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Shravasti,Corn,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shravasti,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shravasti,Curry leaves,Kg / Pcs, 28, 32 , 36,34 , 46
Uttar Pradesh,Shravasti,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Shravasti,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Shravasti,Eggplant (Brinjal or Aubergine),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shravasti,Brinjal ( Big ),Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Shravasti,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Shravasti,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Shravasti,French Beans (Green beans),Kg / Pcs, 55, 63 , 70,66 , 91
Uttar Pradesh,Shravasti,Garlic,Kg / Pcs, 147, 169 , 187,176 , 243
Uttar Pradesh,Shravasti,Ginger,Kg / Pcs, 105, 121 , 133,126 , 173
Uttar Pradesh,Shravasti,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Uttar Pradesh,Shravasti,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Uttar Pradesh,Shravasti,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Uttar Pradesh,Shravasti,Ivy gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Shravasti,Lemon (Lime),Kg / Pcs, 67, 77 , 85,80 , 111
Uttar Pradesh,Shravasti,Mango,Kg / Pcs, 74, 85 , 94,89 , 122
Uttar Pradesh,Shravasti,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Uttar Pradesh,Shravasti,Mushroom,Kg / Pcs, 81, 93 , 103,97 , 134
Uttar Pradesh,Shravasti,Mustard leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Uttar Pradesh,Shravasti,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Shravasti,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Uttar Pradesh,Shravasti,Onion Small,Kg / Pcs, 126, 145 , 160,151 , 208
Uttar Pradesh,Shravasti,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Uttar Pradesh,Shravasti,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Uttar Pradesh,Shravasti,Pumpkin,Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Shravasti,Radish (Daikon),Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Shravasti,Ridge gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shravasti,Shallot (pearl onion),Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Shravasti,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Shravasti,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Uttar Pradesh,Shravasti,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Shravasti,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Uttar Pradesh,Shravasti,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sitapur,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Sitapur,Amla,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Sitapur,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Sitapur,Baby corn,Kg / Pcs, 56, 64 , 71,67 , 92
Uttar Pradesh,Sitapur,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Uttar Pradesh,Sitapur,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Sitapur,Bell Pepper (Capsicum),Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Sitapur,Bitter gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Uttar Pradesh,Sitapur,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Uttar Pradesh,Sitapur,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Uttar Pradesh,Sitapur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Uttar Pradesh,Sitapur,Cabbage,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Sitapur,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sitapur,Cauliflower,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sitapur,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Uttar Pradesh,Sitapur,Coconut (fresh),Kg / Pcs, 32, 37 , 41,38 , 53
Uttar Pradesh,Sitapur,Colocasia leaves (Taro leaves),Kg / Pcs, 18, 21 , 23,22 , 30
Uttar Pradesh,Sitapur,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sitapur,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Sitapur,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sitapur,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sitapur,Curry leaves,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Sitapur,Dill leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Uttar Pradesh,Sitapur,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Uttar Pradesh,Sitapur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sitapur,Brinjal ( Big ),Kg / Pcs, 21, 24 , 27,25 , 35
Uttar Pradesh,Sitapur,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sitapur,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Sitapur,French Beans (Green beans),Kg / Pcs, 51, 59 , 65,61 , 84
Uttar Pradesh,Sitapur,Garlic,Kg / Pcs, 158, 182 , 201,190 , 261
Uttar Pradesh,Sitapur,Ginger,Kg / Pcs, 94, 108 , 119,113 , 155
Uttar Pradesh,Sitapur,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Uttar Pradesh,Sitapur,Green onion (Scallian or Spring onion),Kg / Pcs, 44, 51 , 56,53 , 73
Uttar Pradesh,Sitapur,Green peas,Kg / Pcs, 78, 90 , 99,94 , 129
Uttar Pradesh,Sitapur,Ivy gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sitapur,Lemon (Lime),Kg / Pcs, 63, 72 , 80,76 , 104
Uttar Pradesh,Sitapur,Mango,Kg / Pcs, 74, 85 , 94,89 , 122
Uttar Pradesh,Sitapur,Mint leaves,Kg / Pcs, 6, 7 , 8,7 , 10
Uttar Pradesh,Sitapur,Mushroom,Kg / Pcs, 93, 107 , 118,112 , 153
Uttar Pradesh,Sitapur,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Sitapur,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Uttar Pradesh,Sitapur,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Uttar Pradesh,Sitapur,Onion Small,Kg / Pcs, 138, 159 , 175,166 , 228
Uttar Pradesh,Sitapur,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Uttar Pradesh,Sitapur,Potato,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sitapur,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Sitapur,Radish (Daikon),Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Sitapur,Ridge gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sitapur,Shallot (pearl onion),Kg / Pcs, 36, 41 , 46,43 , 59
Uttar Pradesh,Sitapur,Snake gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sitapur,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Sitapur,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Uttar Pradesh,Sitapur,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Uttar Pradesh,Sitapur,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sultanpur,Amaranth leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Sultanpur,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Uttar Pradesh,Sultanpur,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Uttar Pradesh,Sultanpur,Baby corn,Kg / Pcs, 64, 74 , 81,77 , 106
Uttar Pradesh,Sultanpur,Banana flower,Kg / Pcs, 14, 16 , 18,17 , 23
Uttar Pradesh,Sultanpur,Beetroot,Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Sultanpur,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Uttar Pradesh,Sultanpur,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Uttar Pradesh,Sultanpur,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Uttar Pradesh,Sultanpur,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Uttar Pradesh,Sultanpur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Uttar Pradesh,Sultanpur,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Uttar Pradesh,Sultanpur,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Uttar Pradesh,Sultanpur,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Uttar Pradesh,Sultanpur,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Uttar Pradesh,Sultanpur,Coconut (fresh),Kg / Pcs, 32, 37 , 41,38 , 53
Uttar Pradesh,Sultanpur,Colocasia leaves (Taro leaves),Kg / Pcs, 17, 20 , 22,20 , 28
Uttar Pradesh,Sultanpur,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sultanpur,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Sultanpur,Corn,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sultanpur,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Uttar Pradesh,Sultanpur,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Uttar Pradesh,Sultanpur,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Uttar Pradesh,Sultanpur,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Uttar Pradesh,Sultanpur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sultanpur,Brinjal ( Big ),Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sultanpur,Elephant Yam,Kg / Pcs, 26, 30 , 33,31 , 43
Uttar Pradesh,Sultanpur,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Uttar Pradesh,Sultanpur,French Beans (Green beans),Kg / Pcs, 60, 69 , 76,72 , 99
Uttar Pradesh,Sultanpur,Garlic,Kg / Pcs, 144, 166 , 183,173 , 238
Uttar Pradesh,Sultanpur,Ginger,Kg / Pcs, 100, 115 , 127,120 , 165
Uttar Pradesh,Sultanpur,Green chili,Kg / Pcs, 41, 47 , 52,49 , 68
Uttar Pradesh,Sultanpur,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Uttar Pradesh,Sultanpur,Green peas,Kg / Pcs, 81, 93 , 103,97 , 134
Uttar Pradesh,Sultanpur,Ivy gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Uttar Pradesh,Sultanpur,Lemon (Lime),Kg / Pcs, 70, 81 , 89,84 , 116
Uttar Pradesh,Sultanpur,Mango,Kg / Pcs, 70, 81 , 89,84 , 116
Uttar Pradesh,Sultanpur,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Uttar Pradesh,Sultanpur,Mushroom,Kg / Pcs, 87, 100 , 110,104 , 144
Uttar Pradesh,Sultanpur,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Uttar Pradesh,Sultanpur,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
